StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Text / Graphic,q1.1,q1.2,q1.3,q1.3_3_TEXT,q1.4,q1.4_8_TEXT,q1.5,q1.6,q1.7,q1.7_9_TEXT,q1.8,q1.8_12_TEXT,q1.9,q1.10,q1.10_17_TEXT,q2.1,q2.1_6_TEXT,q2.1_8_TEXT,q2.1_10_TEXT,q2.2,q2.3,q2.4,q2.4_6_TEXT,q2.5_1,q2.5_2,q2.5_3,q2.5_4,q3.1,q3.1_1_TEXT,q3.2.1_1,q3.2.1_2,q3.2.1_3,q3.2.1_4,q3.2.2_1,q3.2.2_2,q4.1,q4.2,q4.2_9_TEXT,q4.3,q4.4,q4.5,q4.6.1_1,q4.6.1_2,q4.6.1_3,q4.6.1_4,q4.6.1_5,q4.6.1_6,q4.6.1_7,q4.6.2_1,q4.6.2_2,q4.6.2_3,q4.6.2_4,q4.6.2_5,q4.6.2_6,q4.7,q5.1_1,q5.1_2,q5.1_3,q5.1_4,q5.2,q5.2_11_TEXT,q5.3,q5.3_7_TEXT
16/07/2025 11:26,16/07/2025 11:43,IP Address,100,1036,TRUE,16/07/2025 11:43,R_21Xzx2md8MRj4hV,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,Yorkshire and Humber,55 to 64,Man,,"Higher education – postgraduate level (e.g. MA, MSc, PhD) ",,"£20,000 to £50,000",100-250 ha.,Farm business tenancy (FBT),,"Dairy,LFA grazing livestock",,< 10%,"Sustainable Farming Incentives (SFI),Country Stewardships (CS) ,Farming in Protected Landscapes programme (FiPL),England Woodland Creation Offer (EWCO),Woodland Creation Planning Grant (WCPG),Other:",Environmental Stewardship Higher Level greement,Drought ,,,,Once in the last five years,Somewhat affected,Partly caused by climate change,"Increase in frequency and severity of drought caused by climate change, but drought is a natural phenomenon.",Very much,To some extent,Very much,Very much,"Yes (If you wish, specify which kind of community partnership)",Yorkshire Dales Farmer Network (General Farming networking) / Pasture Fed Livestock Association (Regenerative Farming) / Upper Nidderdale Farmers (Catchement Partnership),3 - Agree,2 - Neither agree nor disagree,3 - Agree,2 - Neither agree nor disagree,,,"Yes – Individually, on my farm","Forest reforestation or restoration,Forest creation,Wetland restoration,Peatland restoration,Grassland restoration,Habitat creation,Other:",Restoration of upland Hay Meadows and Heather Moorland/Upland Heath,Greater than 25%,1-5%,No,2- Neither agree nor disagree,3- Agree,2- Neither agree nor disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,3- Agree,,,,,,,Improved business performance. Greater resilience and sustainability. Less reliance on industrial energy. Greater habitat diversity.,2- Neither agree nor disagree,1- Disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,"Access to knowledge on implementation,Implementation costs,Skills/training,Land use conflicts with food production,Policy uncertainty,Tax constraints,Planning constraints,Tenancy constraints,Other:","Ignorance and peer pressure
Insecurity
Victim culture
Resistance to change
Lack of education
Institutionalisation etc, etc, etc","Relationship with neighbours,Other:",See above
10/07/2025 04:33,10/07/2025 04:33,IP Address,20,34,FALSE,17/07/2025 04:33,R_57fHIBBTiO9ofye,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South West,25 to 34,Woman,,"Higher education – postgraduate level (e.g. MA, MSc, PhD) ",,"£50,000 to £100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2025 07:02,10/07/2025 07:02,IP Address,3,24,FALSE,17/07/2025 07:02,R_8ibn3oheK3s6aA1,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/07/2025 07:10,17/07/2025 07:23,IP Address,100,779,TRUE,17/07/2025 07:23,R_24NQB5W25VzTKsb,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South West,>75 years old,Man,,"Higher education – postgraduate level (e.g. MA, MSc, PhD) ",,"£50,000 to £100,000",100-250 ha.,Farming landowner ,,"Lowland grazing livestock,LFA grazing livestock",,> 60%,"Sustainable Farming Incentives (SFI),Country Stewardships (CS) ,Capital Items,Farming in Protected Landscapes programme (FiPL)",,None,,,,,,Partly caused by climate change,,Very much,Very much,Very much,Very much,No,,,,,,2 - Neither agree nor disagree,1 - Disagree,"Yes – Individually, on my farm","Grassland restoration,Hedgerows,Habitat creation",,Greater than 25%,Greater than 25%,Yes,2- Neither agree nor disagree,3- Agree,3- Agree,1- Disagree,2- Neither agree nor disagree,1- Disagree,2- Neither agree nor disagree,,,,,,,Regenerative farming basically concentrates on improving soil health. We farm regenerativly.,3 - Agree,2- Neither agree nor disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,"Policy uncertainty,Other:",Inadequate grants for continued committment to low output solutions. Too much emphasis on lanscape scale prestigue projects rather than at farm level where the accountabilty is clear.,Other:,I have not found any difficulty in collabprating with neighnours. People want to be resonsible for their own farms and do not trust the Gov / bureaucracy imvolved in Landscape Level Schemes
17/07/2025 08:08,17/07/2025 08:23,IP Address,100,916,TRUE,17/07/2025 08:23,R_8f8N8fNEFtRhHEl,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South West,65 to 74,Man,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£20,000 to £50,000",100-250 ha.,Farming landowner ,,LFA grazing livestock,,< 10%,"Sustainable Farming Incentives (SFI),Countryside Stewardships Higher Tier (CSHT),Improving Farm Productivity grant,Farming in Protected Landscapes programme (FiPL)",,Disease:,haemonchus,,,Once every 2-3 years,Somewhat affected,Partly caused by climate change,,To some extent,To some extent,To some extent,To some extent,No,,,,,,2 - Neither agree nor disagree,2 - Neither agree nor disagree,"Yes – Individually, on my farm","Grassland restoration,Mob grazing,Agroforestry ,Hedgerows,Habitat creation",,Greater than 25%,10-25%,Yes,3- Agree,2- Neither agree nor disagree,2- Neither agree nor disagree,3- Agree,3- Agree,2- Neither agree nor disagree,3- Agree,,,,,,,"improved soil quality    yes
improved water quality yes
premium prices     yet to be proven
sustainable future    perhaps",1- Disagree,1- Disagree,2- Neither agree nor disagree,1- Disagree,"Implementation costs,Maintenance costs,Data availability - unclear on the benefits,Land use conflicts with food production,Policy uncertainty,Tax constraints,Planning constraints,Tenancy constraints",,Funding for collaborative action,
10/07/2025 09:04,10/07/2025 10:18,IP Address,67,4464,FALSE,17/07/2025 10:18,R_2A11fT6ueX6Tswe,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South West,65 to 74,Woman,,"Higher education – postgraduate level (e.g. MA, MSc, PhD) ",,"< £10,000",50 to 100 ha.,Farming landowner ,,LFA grazing livestock,,20% to 30%,"Sustainable Farming Incentives (SFI),Capital Items,Farming in Protected Landscapes programme (FiPL),Other:",Environmental Stewardship inc HLS,"Drought ,Disease:,Pests:",TB and various tick-borne diseases plus problems with haemonchus,"chafer grubs, ticks, lice, biting flies inc horseflies, rats and mice",,More than once a year ,Severely affected,Partly caused by climate change,Talking about many different events on this page. Some may be due to climate change (eg droughts and increasing ticks) but others not eg TB. Tick problems and TB year-round. Drought once or twice a year. Rather silly way to lay out a questionnaire!,To some extent,To some extent,To some extent,To some extent,No,,,,,,3 - Agree,3 - Agree,"Yes – Individually, on my farm,Yes – In collaboration, at the landscape level",,,,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2025 12:29,10/07/2025 12:29,IP Address,3,13,FALSE,17/07/2025 12:29,R_2KVGlIbVJM4PVEH,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/07/2025 12:30,17/07/2025 12:56,IP Address,100,1601,TRUE,17/07/2025 12:56,R_2INQRaa9sLtmFd7,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South West,25 to 34,Man,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£20,000 to £50,000",50 to 100 ha.,"Farming landowner ,Farm business tenancy (FBT),Farm worker,Family member",,"Lowland grazing livestock,LFA grazing livestock",,> 60%,"Sustainable Farming Incentives (SFI),Country Stewardships (CS) ,Capital Items,Farming in Protected Landscapes programme (FiPL)",,Disease:,,,,More than once a year ,Somewhat affected,Mainly caused by climate change,,Very much,To some extent,To some extent,To some extent,No,,,,,,3 - Agree,3 - Agree,"Yes – Individually, on my farm,Yes – In collaboration, at the landscape level","Mob grazing,Hedgerows,Habitat creation",,Greater than 25%,10-25%,No,3- Agree,3- Agree,3- Agree,3- Agree,3- Agree,3- Agree,3- Agree,,,,,,,All of the above ,3 - Agree,1- Disagree,3 - Agree,1- Disagree,"Access to knowledge on implementation,Implementation costs,Maintenance costs,Skills/training,Limited time,Data availability - unclear on the benefits,Land use conflicts with food production,Policy uncertainty,Tax constraints,Planning constraints,Tenancy constraints,Other:",Number and type of contents and feasibility requirements are too expensive and time consuming ,"Funding for collaborative action,Relationship with neighbours,Landscape benefits don’t benefit my farm business,Unequal contribution of resources from landscape-level partners",
11/07/2025 07:31,11/07/2025 07:34,IP Address,67,227,FALSE,18/07/2025 07:34,R_82foEbvOncKCQFC,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South West,< 24,Woman,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"< £10,000",50 to 100 ha.,Farm worker,,"Cereals,Lowland grazing livestock",,< 10%,"Sustainable Farming Incentives (SFI),Private sector - Water company",,Drought ,,,,Once every 2-3 years,Somewhat affected,Mainly caused by climate change,,Very much,Very much,Very much,Very much,No,,,,,,3 - Agree,3 - Agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2025 11:07,20/07/2025 11:15,IP Address,100,473,TRUE,20/07/2025 11:15,R_8Qlb4BHzzTFjZk7,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South West,55 to 64,Woman,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£10,000 to £20,000",50 to 100 ha.,Farming landowner ,,LFA grazing livestock,,10% to 20%,Sustainable Farming Incentives (SFI),,None,,,,,,Partly caused by climate change,,To some extent,To some extent,To some extent,To some extent,No,,,,,,3 - Agree,2 - Neither agree nor disagree,"Yes – Individually, on my farm","Grassland restoration,Hedgerows",,Greater than 25%,10-25%,Yes,2- Neither agree nor disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,1- Disagree,2- Neither agree nor disagree,,,,,,,"Better more productive landscapes
",2- Neither agree nor disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,"Maintenance costs,Policy uncertainty",,Funding for collaborative action,
14/07/2025 10:15,14/07/2025 13:09,IP Address,3,10452,FALSE,21/07/2025 13:09,R_2rqe0VtCRgS1sHv,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/07/2025 16:09,22/07/2025 16:20,IP Address,100,634,TRUE,22/07/2025 16:20,R_8GRchv79idtgN0t,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,Scotland,55 to 64,Man,,GCSE or A-levels,,"£10,000 to £20,000",100-250 ha.,Agricultural holdings tenancy (AH),,LFA grazing livestock,,< 10%,No funding,,"Flood ,Drought ,Pests:",,,,More than once a year ,Somewhat affected,Not at all caused by climate change,,To some extent,To some extent,To some extent,To some extent,No,,,,,,3 - Agree,2 - Neither agree nor disagree,"Yes – Individually, on my farm","Mob grazing,Other:",Controlled limited grazing on herb rich pastures ,1-5%,Less than 1%,Yes,2- Neither agree nor disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,1- Disagree,2- Neither agree nor disagree,,,,,,,"Increasing biodiversity in the wider farm environment , increased benefits to soil health from livestock grazing , additional shelter for livestock ",2- Neither agree nor disagree,1- Disagree,2- Neither agree nor disagree,1- Disagree,"Access to knowledge on implementation,Implementation costs,Maintenance costs,Skills/training,Land use conflicts with food production,Policy uncertainty,Tenancy constraints",,"Funding for collaborative action,Relationship with neighbours,Unequal contribution of resources from landscape-level partners",
16/07/2025 04:48,16/07/2025 04:56,IP Address,67,488,FALSE,23/07/2025 04:56,R_8xPPmRYkgdShBho,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South West,65 to 74,Man,,"Higher education – postgraduate level (e.g. MA, MSc, PhD) ",,"£50,000 to £100,000",50 to 100 ha.,Farming landowner ,,"Cropping: Horticulture,Lowland grazing livestock",,< 10%,"Sustainable Farming Incentives (SFI),Countryside Stewardships Higher Tier (CSHT)",,Drought ,,,,Once in the last five years,Somewhat affected,Partly caused by climate change,,To some extent,No,To some extent,No,No,,,,,,3 - Agree,2 - Neither agree nor disagree,"Yes – Individually, on my farm",,,,,,,,,,,,,,,,,,,,,,,,,,,
17/07/2025 07:05,17/07/2025 07:09,IP Address,57,199,FALSE,24/07/2025 07:09,R_4dMLU16gnvMsrV2,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South West,65 to 74,Woman,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£100,000 to £200,000",50 to 100 ha.,Farming landowner ,,Lowland grazing livestock,,> 60%,Sustainable Farming Incentives (SFI),,Drought ,,,,Once every 2-3 years,Not affected at all,Not at all caused by climate change,,No,No,To some extent,To some extent,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/07/2025 09:35,17/07/2025 09:36,IP Address,20,53,FALSE,24/07/2025 09:36,R_8n8Cr5fA6tFsIO1,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,South West,25 to 34,Man,,"Higher education – undergraduate level (e.g. BA, BSc) ",,"£50,000 to £100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/07/2025 09:45,24/07/2025 10:27,IP Address,100,2498,TRUE,24/07/2025 10:27,R_8gtAXpseNuqMJlD,anonymous,EN,,I have read and understood the information provided and I agree to take part in this research project,East Anglia,45 to 54,Man,,"Further education – college course, diploma, trade training, etc.",,"£20,000 to £50,000",100-250 ha.,Farming landowner ,,"Cereals,Lowland grazing livestock,Specialist poultry",,< 10%,"Sustainable Farming Incentives (SFI),Country Stewardships (CS) ,Farming in Protected Landscapes programme (FiPL)",,"Flood ,Drought ,Disease:,Pests:,Other:",,,Heat stress to animals. Severe Frost damage to sugarbeet,Once a year,Somewhat affected,Mainly caused by climate change,,Very much,Very much,Very much,Very much,"Yes (If you wish, specify which kind of community partnership)",Farmer Cluster group,2 - Neither agree nor disagree,1 - Disagree,3 - Agree,2 - Neither agree nor disagree,,,"Yes – Individually, on my farm","Forest reforestation or restoration,Wetland restoration,Peatland restoration,Grassland restoration,Hedgerows,Wildflower strips,Habitat creation,Other:",Reedbed management. Insect habitat. Cultivated margins. Wild bird cover and winter feeding of birds. Preserving heritage. Educational visits for schools. Ditch management/habitat improvement.  ,5-10%,1-5%,Yes,1- Disagree,3- Agree,2- Neither agree nor disagree,3- Agree,3- Agree,3- Agree,2- Neither agree nor disagree,,,,,,,Increases biodiversity. Good Public Relations. Satisfaction.. Improved water quality. Can make fields more efficient to farm.. can fix income for an area.,2- Neither agree nor disagree,1- Disagree,2- Neither agree nor disagree,2- Neither agree nor disagree,"Limited time,Land use conflicts with food production,Policy uncertainty,Tenancy constraints",,"Funding for collaborative action,Relationship with neighbours,Landscape benefits don’t benefit my farm business,Unequal contribution of resources from landscape-level partners,Other:",Farmers are very independenty minded and they often have very different business and landscape objectives to their neighbours
